title;comments;db;sysUnit;SiO2;Al2O3;CaO;MgO;FeO;Fe2O3;K2O;Na2O;TiO2;O;MnO;H2O;P2O5
BAR38A;peak-P;mpe;wt;57.31;21.46;0.19;2.58;7.28;;4.55;1.29;0.98;;0.08;4.28;
